, ,Label,Area,IntDen,RawIntDen,batch,stage,group,culture
15,16,MAX_w6-c4-63xz-1.tif,1.069,63.615,6486.0,batch3008,d3,200nano,w6c4-seg1
16,17,MAX_w6-c4-63xz-1.tif,0.647,27.845,2839.0,batch3008,d3,200nano,w6c4-seg1
17,18,MAX_w6-c4-63xz-1.tif,1.55,85.51700000000001,8719.0,batch3008,d3,200nano,w6c4-seg1
18,19,MAX_w6-c4-63xz-1.tif,1.403,72.62899999999999,7405.0,batch3008,d3,200nano,w6c4-seg1
19,20,MAX_w6-c4-63xz-1.tif,1.354,55.975,5707.0,batch3008,d3,200nano,w6c4-seg1
20,21,MAX_w6-c4-63xz-1.tif,1.0490000000000002,75.42399999999999,7690.0,batch3008,d3,200nano,w6c4-seg1
21,22,MAX_w6-c4-63xz-1.tif,1.452,87.645,8936.0,batch3008,d3,200nano,w6c4-seg1
22,23,MAX_w6-c4-63xz-1.tif,2.099,114.04899999999999,11628.0,batch3008,d3,200nano,w6c4-seg1
23,24,MAX_w6-c4-63xz-1.tif,2.07,87.116,8882.0,batch3008,d3,200nano,w6c4-seg1
24,25,MAX_w6-c4-63xz-1.tif,2.383,121.905,12429.0,batch3008,d3,200nano,w6c4-seg1
25,26,MAX_w6-c4-63xz-1.tif,0.9420000000000001,70.726,7211.0,batch3008,d3,200nano,w6c4-seg1
26,27,MAX_w6-c4-63xz-1.tif,1.805,142.776,14557.0,batch3008,d3,200nano,w6c4-seg1
27,28,MAX_w6-c4-63xz-1.tif,4.002,198.3,20218.0,batch3008,d3,200nano,w6c4-seg1
28,29,MAX_w6-c4-63xz-1.tif,2.089,58.505,5965.0,batch3008,d3,200nano,w6c4-seg1
29,30,MAX_w6-c4-63xz-1.tif,4.4430000000000005,180.94,18448.0,batch3008,d3,200nano,w6c4-seg1
0,1,MAX_w2-c1-63xz-1.tif,0.794,71.491,7289.0,batch3008,d3,50micron,w2c1-seg1
1,2,MAX_w2-c1-63xz-1.tif,0.21600000000000003,33.22,3387.0,batch3008,d3,50micron,w2c1-seg1
2,3,MAX_w2-c1-63xz-1.tif,0.47100000000000003,89.881,9164.0,batch3008,d3,50micron,w2c1-seg1
3,4,MAX_w2-c1-63xz-1.tif,0.41200000000000003,36.535,3725.0,batch3008,d3,50micron,w2c1-seg1
4,5,MAX_w2-c1-63xz-1.tif,0.579,40.233000000000004,4102.0,batch3008,d3,50micron,w2c1-seg1
5,6,MAX_w2-c1-63xz-1.tif,0.43200000000000005,82.447,8406.0,batch3008,d3,50micron,w2c1-seg1
6,7,MAX_w2-c1-63xz-1.tif,0.579,94.01100000000001,9585.0,batch3008,d3,50micron,w2c1-seg1
7,8,MAX_w2-c1-63xz-1.tif,0.736,73.992,7544.0,batch3008,d3,50micron,w2c1-seg1
8,9,MAX_w2-c1-63xz-1.tif,0.33299999999999996,31.219,3183.0,batch3008,d3,50micron,w2c1-seg1
9,10,MAX_w2-c1-63xz-1.tif,0.18600000000000003,9.023,920.0,batch3008,d3,50micron,w2c1-seg1
10,11,MAX_w2-c1-63xz-1.tif,0.608,55.367,5645.0,batch3008,d3,50micron,w2c1-seg1
11,12,MAX_w2-c1-63xz-1.tif,0.618,79.867,8143.0,batch3008,d3,50micron,w2c1-seg1
12,13,MAX_w2-c1-63xz-1.tif,0.33299999999999996,46.922,4784.0,batch3008,d3,50micron,w2c1-seg1
13,14,MAX_w2-c1-63xz-1.tif,0.569,49.29600000000001,5026.0,batch3008,d3,50micron,w2c1-seg1
14,15,MAX_w2-c1-63xz-1.tif,0.618,26.129,2664.0,batch3008,d3,50micron,w2c1-seg1
15,16,MAX_w2-c1-63xz-1.tif,1.138,141.178,14394.0,batch3008,d3,50micron,w2c1-seg1
16,17,MAX_w2-c1-63xz-1.tif,0.392,21.745,2217.0,batch3008,d3,50micron,w2c1-seg1
17,18,MAX_w2-c1-63xz-1.tif,0.324,19.381,1976.0,batch3008,d3,50micron,w2c1-seg1
18,19,MAX_w2-c1-63xz-1.tif,0.275,17.704,1805.0,batch3008,d3,50micron,w2c1-seg1
19,20,MAX_w2-c1-63xz-1.tif,0.324,34.848,3553.0,batch3008,d3,50micron,w2c1-seg1
20,21,MAX_w2-c1-63xz-1.tif,0.33299999999999996,12.417,1266.0,batch3008,d3,50micron,w2c1-seg1
21,22,MAX_w2-c1-63xz-1.tif,0.579,45.626999999999995,4652.0,batch3008,d3,50micron,w2c1-seg1
22,23,MAX_w2-c1-63xz-1.tif,0.304,38.409,3916.0,batch3008,d3,50micron,w2c1-seg1
23,24,MAX_w2-c1-63xz-1.tif,0.765,32.043,3267.0,batch3008,d3,50micron,w2c1-seg1
24,25,MAX_w2-c1-63xz-1.tif,0.451,17.861,1821.0,batch3008,d3,50micron,w2c1-seg1
25,26,MAX_w2-c1-63xz-1.tif,0.706,43.842,4470.0,batch3008,d3,50micron,w2c1-seg1
26,27,MAX_w2-c1-63xz-1.tif,0.863,60.938,6213.0,batch3008,d3,50micron,w2c1-seg1
27,28,MAX_w2-c1-63xz-1.tif,0.42200000000000004,21.274,2169.0,batch3008,d3,50micron,w2c1-seg1
28,29,MAX_w2-c1-63xz-1.tif,0.52,42.528,4336.0,batch3008,d3,50micron,w2c1-seg1
0,1,MAX_w2-c1-63xz-1.tif,0.569,62.988,6422.0,batch3008,d3,50micron,w2c1-seg2
1,2,MAX_w2-c1-63xz-1.tif,0.451,84.15299999999999,8580.0,batch3008,d3,50micron,w2c1-seg2
2,3,MAX_w2-c1-63xz-1.tif,0.47100000000000003,49.373999999999995,5034.0,batch3008,d3,50micron,w2c1-seg2
3,4,MAX_w2-c1-63xz-1.tif,0.451,58.8,5995.0,batch3008,d3,50micron,w2c1-seg2
4,5,MAX_w2-c1-63xz-1.tif,0.451,56.141999999999996,5724.0,batch3008,d3,50micron,w2c1-seg2
5,6,MAX_w2-c1-63xz-1.tif,0.657,82.476,8409.0,batch3008,d3,50micron,w2c1-seg2
6,7,MAX_w2-c1-63xz-1.tif,0.324,20.96,2137.0,batch3008,d3,50micron,w2c1-seg2
7,8,MAX_w2-c1-63xz-1.tif,0.451,56.348,5745.0,batch3008,d3,50micron,w2c1-seg2
8,9,MAX_w2-c1-63xz-1.tif,0.883,91.5,9329.0,batch3008,d3,50micron,w2c1-seg2
9,10,MAX_w2-c1-63xz-1.tif,0.275,18.988,1936.0,batch3008,d3,50micron,w2c1-seg2
10,11,MAX_w2-c1-63xz-1.tif,0.304,65.685,6697.0,batch3008,d3,50micron,w2c1-seg2
11,12,MAX_w2-c1-63xz-1.tif,0.265,18.802,1917.0,batch3008,d3,50micron,w2c1-seg2
12,13,MAX_w2-c1-63xz-1.tif,0.775,70.334,7171.0,batch3008,d3,50micron,w2c1-seg2
13,14,MAX_w2-c1-63xz-1.tif,0.098,23.0,2345.0,batch3008,d3,50micron,w2c1-seg2
14,15,MAX_w2-c1-63xz-1.tif,0.069,12.456,1270.0,batch3008,d3,50micron,w2c1-seg2
0,1,MAX_w2-c1-63xz-1.tif,0.392,61.968,6318.0,batch3008,d3,50micron,w2c1-seg3
1,2,MAX_w2-c1-63xz-1.tif,0.20600000000000002,37.525999999999996,3826.0,batch3008,d3,50micron,w2c1-seg3
2,3,MAX_w2-c1-63xz-1.tif,0.43200000000000005,18.429000000000002,1879.0,batch3008,d3,50micron,w2c1-seg3
3,4,MAX_w2-c1-63xz-1.tif,0.373,68.539,6988.0,batch3008,d3,50micron,w2c1-seg3
4,5,MAX_w2-c1-63xz-1.tif,0.451,66.46,6776.0,batch3008,d3,50micron,w2c1-seg3
5,6,MAX_w2-c1-63xz-1.tif,0.588,96.492,9838.0,batch3008,d3,50micron,w2c1-seg3
6,7,MAX_w2-c1-63xz-1.tif,0.42200000000000004,55.013999999999996,5609.0,batch3008,d3,50micron,w2c1-seg3
7,8,MAX_w2-c1-63xz-1.tif,0.38299999999999995,58.162,5930.0,batch3008,d3,50micron,w2c1-seg3
8,9,MAX_w2-c1-63xz-1.tif,0.226,30.090999999999998,3068.0,batch3008,d3,50micron,w2c1-seg3
9,10,MAX_w2-c1-63xz-1.tif,0.294,26.374000000000002,2689.0,batch3008,d3,50micron,w2c1-seg3
10,11,MAX_w2-c1-63xz-1.tif,0.363,53.611000000000004,5466.0,batch3008,d3,50micron,w2c1-seg3
11,12,MAX_w2-c1-63xz-1.tif,0.363,54.543,5561.0,batch3008,d3,50micron,w2c1-seg3
12,13,MAX_w2-c1-63xz-1.tif,0.18600000000000003,27.384,2792.0,batch3008,d3,50micron,w2c1-seg3
13,14,MAX_w2-c1-63xz-1.tif,0.363,43.107,4395.0,batch3008,d3,50micron,w2c1-seg3
0,1,MAX_w2-c1-63xz-1.tif,0.402,69.765,7113.0,batch3008,d3,50micron,w2c1-seg4
1,2,MAX_w2-c1-63xz-1.tif,0.363,53.846000000000004,5490.0,batch3008,d3,50micron,w2c1-seg4
2,3,MAX_w2-c1-63xz-1.tif,0.284,52.277,5330.0,batch3008,d3,50micron,w2c1-seg4
3,4,MAX_w2-c1-63xz-1.tif,0.716,66.391,6769.0,batch3008,d3,50micron,w2c1-seg4
4,5,MAX_w2-c1-63xz-1.tif,0.314,57.553999999999995,5868.0,batch3008,d3,50micron,w2c1-seg4
5,6,MAX_w2-c1-63xz-1.tif,0.461,44.263999999999996,4513.0,batch3008,d3,50micron,w2c1-seg4
6,7,MAX_w2-c1-63xz-1.tif,0.706,81.16199999999999,8275.0,batch3008,d3,50micron,w2c1-seg4
7,8,MAX_w2-c1-63xz-1.tif,0.638,95.031,9689.0,batch3008,d3,50micron,w2c1-seg4
0,1,MAX_w2-c2-63xz-1.tif,0.706,99.229,10117.0,batch3008,d3,50micron,w2c2-seg1
1,2,MAX_w2-c2-63xz-1.tif,0.5489999999999999,20.509,2091.0,batch3008,d3,50micron,w2c2-seg1
2,3,MAX_w2-c2-63xz-1.tif,0.745,77.18,7869.0,batch3008,d3,50micron,w2c2-seg1
3,4,MAX_w2-c2-63xz-1.tif,0.951,88.95,9069.0,batch3008,d3,50micron,w2c2-seg1
4,5,MAX_w2-c2-63xz-1.tif,0.677,85.654,8733.0,batch3008,d3,50micron,w2c2-seg1
5,6,MAX_w2-c2-63xz-1.tif,0.745,19.577,1996.0,batch3008,d3,50micron,w2c2-seg1
6,7,MAX_w2-c2-63xz-1.tif,1.069,118.845,12117.0,batch3008,d3,50micron,w2c2-seg1
7,8,MAX_w2-c2-63xz-1.tif,0.608,46.803999999999995,4772.0,batch3008,d3,50micron,w2c2-seg1
8,9,MAX_w2-c2-63xz-1.tif,0.255,9.838,1003.0,batch3008,d3,50micron,w2c2-seg1
9,10,MAX_w2-c2-63xz-1.tif,0.687,54.768,5584.0,batch3008,d3,50micron,w2c2-seg1
10,11,MAX_w2-c2-63xz-1.tif,0.932,84.085,8573.0,batch3008,d3,50micron,w2c2-seg1
11,12,MAX_w2-c2-63xz-1.tif,1.412,223.487,22786.0,batch3008,d3,50micron,w2c2-seg1
12,13,MAX_w2-c2-63xz-1.tif,1.236,180.05700000000002,18358.0,batch3008,d3,50micron,w2c2-seg1
13,14,MAX_w2-c2-63xz-1.tif,1.216,171.24900000000002,17460.0,batch3008,d3,50micron,w2c2-seg1
14,15,MAX_w2-c2-63xz-1.tif,0.402,19.587,1997.0,batch3008,d3,50micron,w2c2-seg1
15,16,MAX_w2-c2-63xz-1.tif,0.912,90.382,9215.0,batch3008,d3,50micron,w2c2-seg1
16,17,MAX_w2-c2-63xz-1.tif,0.52,38.34,3909.0,batch3008,d3,50micron,w2c2-seg1
17,18,MAX_w2-c2-63xz-1.tif,0.38299999999999995,63.586000000000006,6483.0,batch3008,d3,50micron,w2c2-seg1
18,19,MAX_w2-c2-63xz-1.tif,1.069,118.315,12063.0,batch3008,d3,50micron,w2c2-seg1
19,20,MAX_w2-c2-63xz-1.tif,1.069,140.266,14301.0,batch3008,d3,50micron,w2c2-seg1
20,21,MAX_w2-c2-63xz-1.tif,0.284,57.348,5847.0,batch3008,d3,50micron,w2c2-seg1
21,22,MAX_w2-c2-63xz-1.tif,0.687,116.15700000000001,11843.0,batch3008,d3,50micron,w2c2-seg1
22,23,MAX_w2-c2-63xz-1.tif,0.363,61.683,6289.0,batch3008,d3,50micron,w2c2-seg1
23,24,MAX_w2-c2-63xz-1.tif,0.392,64.10600000000001,6536.0,batch3008,d3,50micron,w2c2-seg1
24,25,MAX_w2-c2-63xz-1.tif,0.42200000000000004,80.22,8179.0,batch3008,d3,50micron,w2c2-seg1
25,26,MAX_w2-c2-63xz-1.tif,0.638,90.84299999999999,9262.0,batch3008,d3,50micron,w2c2-seg1
26,27,MAX_w2-c2-63xz-1.tif,1.1079999999999999,115.206,11746.0,batch3008,d3,50micron,w2c2-seg1
27,28,MAX_w2-c2-63xz-1.tif,0.314,19.057000000000002,1943.0,batch3008,d3,50micron,w2c2-seg1
28,29,MAX_w2-c2-63xz-1.tif,0.922,122.189,12458.0,batch3008,d3,50micron,w2c2-seg1
29,30,MAX_w2-c2-63xz-1.tif,0.5,65.626,6691.0,batch3008,d3,50micron,w2c2-seg1
30,31,MAX_w2-c2-63xz-1.tif,0.598,80.279,8185.0,batch3008,d3,50micron,w2c2-seg1
31,32,MAX_w2-c2-63xz-1.tif,0.736,126.113,12858.0,batch3008,d3,50micron,w2c2-seg1
0,1,MAX_w2-c2-63xz-1.tif,0.804,66.40100000000001,6770.0,batch3008,d3,50micron,w2c2-seg2
1,2,MAX_w2-c2-63xz-1.tif,1.255,185.108,18873.0,batch3008,d3,50micron,w2c2-seg2
2,3,MAX_w2-c2-63xz-1.tif,0.363,55.347,5643.0,batch3008,d3,50micron,w2c2-seg2
3,4,MAX_w2-c2-63xz-1.tif,0.8340000000000001,95.6,9747.0,batch3008,d3,50micron,w2c2-seg2
4,5,MAX_w2-c2-63xz-1.tif,0.843,80.53399999999999,8211.0,batch3008,d3,50micron,w2c2-seg2
5,6,MAX_w2-c2-63xz-1.tif,1.265,194.2,19800.0,batch3008,d3,50micron,w2c2-seg2
6,7,MAX_w2-c2-63xz-1.tif,0.726,37.006,3773.0,batch3008,d3,50micron,w2c2-seg2
7,8,MAX_w2-c2-63xz-1.tif,0.588,77.533,7905.0,batch3008,d3,50micron,w2c2-seg2
8,9,MAX_w2-c2-63xz-1.tif,0.902,70.844,7223.0,batch3008,d3,50micron,w2c2-seg2
9,10,MAX_w2-c2-63xz-1.tif,0.932,96.816,9871.0,batch3008,d3,50micron,w2c2-seg2
10,11,MAX_w2-c2-63xz-1.tif,0.726,122.16,12455.0,batch3008,d3,50micron,w2c2-seg2
11,12,MAX_w2-c2-63xz-1.tif,1.383,92.314,9412.0,batch3008,d3,50micron,w2c2-seg2
12,13,MAX_w2-c2-63xz-1.tif,0.677,76.925,7843.0,batch3008,d3,50micron,w2c2-seg2
13,14,MAX_w2-c2-63xz-1.tif,0.275,48.648,4960.0,batch3008,d3,50micron,w2c2-seg2
14,15,MAX_w2-c2-63xz-1.tif,0.843,76.425,7792.0,batch3008,d3,50micron,w2c2-seg2
15,16,MAX_w2-c2-63xz-1.tif,0.716,103.32799999999999,10535.0,batch3008,d3,50micron,w2c2-seg2
16,17,MAX_w2-c2-63xz-1.tif,0.991,99.56200000000001,10151.0,batch3008,d3,50micron,w2c2-seg2
17,18,MAX_w2-c2-63xz-1.tif,1.255,125.82799999999999,12829.0,batch3008,d3,50micron,w2c2-seg2
18,19,MAX_w2-c2-63xz-1.tif,0.8340000000000001,111.361,11354.0,batch3008,d3,50micron,w2c2-seg2
0,1,MAX_w2-c2-63xz-1.tif,0.912,101.916,10391.0,batch3008,d3,50micron,w2c2-seg3
1,2,MAX_w2-c2-63xz-1.tif,0.48100000000000004,15.458,1576.0,batch3008,d3,50micron,w2c2-seg3
2,3,MAX_w2-c2-63xz-1.tif,0.706,60.358999999999995,6154.0,batch3008,d3,50micron,w2c2-seg3
3,4,MAX_w2-c2-63xz-1.tif,0.765,82.79,8441.0,batch3008,d3,50micron,w2c2-seg3
4,5,MAX_w2-c2-63xz-1.tif,0.804,117.648,11995.0,batch3008,d3,50micron,w2c2-seg3
5,6,MAX_w2-c2-63xz-1.tif,1.04,122.758,12516.0,batch3008,d3,50micron,w2c2-seg3
6,7,MAX_w2-c2-63xz-1.tif,1.4809999999999999,243.986,24876.0,batch3008,d3,50micron,w2c2-seg3
7,8,MAX_w2-c2-63xz-1.tif,0.951,81.858,8346.0,batch3008,d3,50micron,w2c2-seg3
8,9,MAX_w2-c2-63xz-1.tif,1.864,183.59799999999998,18719.0,batch3008,d3,50micron,w2c2-seg3
9,10,MAX_w2-c2-63xz-1.tif,1.52,83.594,8523.0,batch3008,d3,50micron,w2c2-seg3
10,11,MAX_w2-c2-63xz-1.tif,1.285,127.329,12982.0,batch3008,d3,50micron,w2c2-seg3
11,12,MAX_w2-c2-63xz-1.tif,1.6480000000000001,68.431,6977.0,batch3008,d3,50micron,w2c2-seg3
12,13,MAX_w2-c2-63xz-1.tif,0.716,15.183,1548.0,batch3008,d3,50micron,w2c2-seg3
13,14,MAX_w2-c2-63xz-1.tif,0.804,95.609,9748.0,batch3008,d3,50micron,w2c2-seg3
14,15,MAX_w2-c2-63xz-1.tif,1.069,59.358999999999995,6052.0,batch3008,d3,50micron,w2c2-seg3
15,16,MAX_w2-c2-63xz-1.tif,1.089,80.956,8254.0,batch3008,d3,50micron,w2c2-seg3
16,17,MAX_w2-c2-63xz-1.tif,1.55,120.787,12315.0,batch3008,d3,50micron,w2c2-seg3
17,18,MAX_w2-c2-63xz-1.tif,1.04,76.189,7768.0,batch3008,d3,50micron,w2c2-seg3
0,1,MAX_w2-c3-63xz-1.tif,0.687,56.288999999999994,5739.0,batch3008,d3,50micron,w2c3-seg1
1,2,MAX_w2-c3-63xz-1.tif,0.5489999999999999,35.378,3607.0,batch3008,d3,50micron,w2c3-seg1
2,3,MAX_w2-c3-63xz-1.tif,1.01,93.295,9512.0,batch3008,d3,50micron,w2c3-seg1
3,4,MAX_w2-c3-63xz-1.tif,0.785,67.882,6921.0,batch3008,d3,50micron,w2c3-seg1
4,5,MAX_w2-c3-63xz-1.tif,0.775,61.35,6255.0,batch3008,d3,50micron,w2c3-seg1
5,6,MAX_w2-c3-63xz-1.tif,1.736,118.66799999999999,12099.0,batch3008,d3,50micron,w2c3-seg1
6,7,MAX_w2-c3-63xz-1.tif,0.922,64.72399999999999,6599.0,batch3008,d3,50micron,w2c3-seg1
7,8,MAX_w2-c3-63xz-1.tif,0.755,59.8,6097.0,batch3008,d3,50micron,w2c3-seg1
8,9,MAX_w2-c3-63xz-1.tif,0.716,83.84,8548.0,batch3008,d3,50micron,w2c3-seg1
9,10,MAX_w2-c3-63xz-1.tif,1.432,166.365,16962.0,batch3008,d3,50micron,w2c3-seg1
10,11,MAX_w2-c3-63xz-1.tif,0.618,81.368,8296.0,batch3008,d3,50micron,w2c3-seg1
11,12,MAX_w2-c3-63xz-1.tif,0.902,113.75399999999999,11598.0,batch3008,d3,50micron,w2c3-seg1
12,13,MAX_w2-c3-63xz-1.tif,0.51,41.773,4259.0,batch3008,d3,50micron,w2c3-seg1
13,14,MAX_w2-c3-63xz-1.tif,0.716,58.76,5991.0,batch3008,d3,50micron,w2c3-seg1
14,15,MAX_w2-c3-63xz-1.tif,0.363,19.351,1973.0,batch3008,d3,50micron,w2c3-seg1
15,16,MAX_w2-c3-63xz-1.tif,0.8340000000000001,124.161,12659.0,batch3008,d3,50micron,w2c3-seg1
16,17,MAX_w2-c3-63xz-1.tif,0.873,63.713,6496.0,batch3008,d3,50micron,w2c3-seg1
17,18,MAX_w2-c3-63xz-1.tif,0.49,99.631,10158.0,batch3008,d3,50micron,w2c3-seg1
18,19,MAX_w2-c3-63xz-1.tif,0.51,96.865,9876.0,batch3008,d3,50micron,w2c3-seg1
19,20,MAX_w2-c3-63xz-1.tif,1.069,172.417,17579.0,batch3008,d3,50micron,w2c3-seg1
20,21,MAX_w2-c3-63xz-1.tif,0.736,88.969,9071.0,batch3008,d3,50micron,w2c3-seg1
21,22,MAX_w2-c3-63xz-1.tif,0.677,73.316,7475.0,batch3008,d3,50micron,w2c3-seg1
0,1,MAX_w2-c3-63xz-1.tif,0.991,74.885,7635.0,batch3008,d3,50micron,w2c3-seg2
1,2,MAX_w2-c3-63xz-1.tif,0.736,91.009,9279.0,batch3008,d3,50micron,w2c3-seg2
2,3,MAX_w2-c3-63xz-1.tif,1.01,58.525,5967.0,batch3008,d3,50micron,w2c3-seg2
3,4,MAX_w2-c3-63xz-1.tif,0.696,72.36399999999999,7378.0,batch3008,d3,50micron,w2c3-seg2
4,5,MAX_w2-c3-63xz-1.tif,0.794,26.197,2671.0,batch3008,d3,50micron,w2c3-seg2
5,6,MAX_w2-c3-63xz-1.tif,0.893,117.15799999999999,11945.0,batch3008,d3,50micron,w2c3-seg2
6,7,MAX_w2-c3-63xz-1.tif,0.873,174.31,17772.0,batch3008,d3,50micron,w2c3-seg2
7,8,MAX_w2-c3-63xz-1.tif,0.51,25.315,2581.0,batch3008,d3,50micron,w2c3-seg2
8,9,MAX_w2-c3-63xz-1.tif,1.295,215.21900000000002,21943.0,batch3008,d3,50micron,w2c3-seg2
9,10,MAX_w2-c3-63xz-1.tif,0.696,100.56200000000001,10253.0,batch3008,d3,50micron,w2c3-seg2
10,11,MAX_w2-c3-63xz-1.tif,0.618,80.681,8226.0,batch3008,d3,50micron,w2c3-seg2
11,12,MAX_w2-c3-63xz-1.tif,0.5589999999999999,21.851999999999997,2228.0,batch3008,d3,50micron,w2c3-seg2
12,13,MAX_w2-c3-63xz-1.tif,1.442,211.021,21515.0,batch3008,d3,50micron,w2c3-seg2
13,14,MAX_w2-c3-63xz-1.tif,0.588,19.625999999999998,2001.0,batch3008,d3,50micron,w2c3-seg2
14,15,MAX_w2-c3-63xz-1.tif,0.52,64.017,6527.0,batch3008,d3,50micron,w2c3-seg2
15,16,MAX_w2-c3-63xz-1.tif,1.089,81.858,8346.0,batch3008,d3,50micron,w2c3-seg2
16,17,MAX_w2-c3-63xz-1.tif,0.451,86.027,8771.0,batch3008,d3,50micron,w2c3-seg2
0,1,MAX_w2-c4-63xz-1.tif,1.069,109.17399999999999,11131.0,batch3008,d3,50micron,w2c4-seg1
1,2,MAX_w2-c4-63xz-1.tif,0.628,22.039,2247.0,batch3008,d3,50micron,w2c4-seg1
2,3,MAX_w2-c4-63xz-1.tif,0.804,33.504,3416.0,batch3008,d3,50micron,w2c4-seg1
3,4,MAX_w2-c4-63xz-1.tif,0.441,14.114,1439.0,batch3008,d3,50micron,w2c4-seg1
4,5,MAX_w2-c4-63xz-1.tif,0.638,37.241,3797.0,batch3008,d3,50micron,w2c4-seg1
5,6,MAX_w2-c4-63xz-1.tif,0.687,47.393,4832.0,batch3008,d3,50micron,w2c4-seg1
6,7,MAX_w2-c4-63xz-1.tif,0.696,39.566,4034.0,batch3008,d3,50micron,w2c4-seg1
7,8,MAX_w2-c4-63xz-1.tif,0.667,71.217,7261.0,batch3008,d3,50micron,w2c4-seg1
8,9,MAX_w2-c4-63xz-1.tif,0.677,65.685,6697.0,batch3008,d3,50micron,w2c4-seg1
9,10,MAX_w2-c4-63xz-1.tif,0.392,30.641,3124.0,batch3008,d3,50micron,w2c4-seg1
10,11,MAX_w2-c4-63xz-1.tif,0.451,29.101,2967.0,batch3008,d3,50micron,w2c4-seg1
11,12,MAX_w2-c4-63xz-1.tif,0.628,55.926,5702.0,batch3008,d3,50micron,w2c4-seg1
12,13,MAX_w2-c4-63xz-1.tif,0.402,24.618000000000002,2510.0,batch3008,d3,50micron,w2c4-seg1
13,14,MAX_w2-c4-63xz-1.tif,0.52,70.51,7189.0,batch3008,d3,50micron,w2c4-seg1
14,15,MAX_w2-c4-63xz-1.tif,0.33299999999999996,37.760999999999996,3850.0,batch3008,d3,50micron,w2c4-seg1
15,16,MAX_w2-c4-63xz-1.tif,0.893,77.965,7949.0,batch3008,d3,50micron,w2c4-seg1
16,17,MAX_w2-c4-63xz-1.tif,1.206,100.77799999999999,10275.0,batch3008,d3,50micron,w2c4-seg1
0,1,MAX_w2-c4-63xz-1.tif,0.48100000000000004,21.313000000000002,2173.0,batch3008,d3,50micron,w2c4-seg2
1,2,MAX_w2-c4-63xz-1.tif,0.608,30.572,3117.0,batch3008,d3,50micron,w2c4-seg2
2,3,MAX_w2-c4-63xz-1.tif,0.48100000000000004,25.07,2556.0,batch3008,d3,50micron,w2c4-seg2
3,4,MAX_w2-c4-63xz-1.tif,0.402,38.016,3876.0,batch3008,d3,50micron,w2c4-seg2
4,5,MAX_w2-c4-63xz-1.tif,0.647,47.785,4872.0,batch3008,d3,50micron,w2c4-seg2
5,6,MAX_w2-c4-63xz-1.tif,0.441,19.822,2021.0,batch3008,d3,50micron,w2c4-seg2
6,7,MAX_w2-c4-63xz-1.tif,0.893,35.535,3623.0,batch3008,d3,50micron,w2c4-seg2
7,8,MAX_w2-c4-63xz-1.tif,0.588,60.232,6141.0,batch3008,d3,50micron,w2c4-seg2
8,9,MAX_w2-c4-63xz-1.tif,0.569,42.468999999999994,4330.0,batch3008,d3,50micron,w2c4-seg2
9,10,MAX_w2-c4-63xz-1.tif,0.588,55.336999999999996,5642.0,batch3008,d3,50micron,w2c4-seg2
0,1,MAX_w5-c1-63xz-1.tif,0.49,26.433000000000003,2695.0,batch3008,d3,50micron,w5c1-seg1
1,2,MAX_w5-c1-63xz-1.tif,0.8340000000000001,38.968,3973.0,batch3008,d3,50micron,w5c1-seg1
2,3,MAX_w5-c1-63xz-1.tif,0.275,14.869000000000002,1516.0,batch3008,d3,50micron,w5c1-seg1
3,4,MAX_w5-c1-63xz-1.tif,1.128,68.559,6990.0,batch3008,d3,50micron,w5c1-seg1
4,5,MAX_w5-c1-63xz-1.tif,0.5489999999999999,18.233,1859.0,batch3008,d3,50micron,w5c1-seg1
5,6,MAX_w5-c1-63xz-1.tif,0.785,57.652,5878.0,batch3008,d3,50micron,w5c1-seg1
6,7,MAX_w5-c1-63xz-1.tif,0.579,18.488,1885.0,batch3008,d3,50micron,w5c1-seg1
7,8,MAX_w5-c1-63xz-1.tif,0.657,32.014,3264.0,batch3008,d3,50micron,w5c1-seg1
8,9,MAX_w5-c1-63xz-1.tif,0.647,65.979,6727.0,batch3008,d3,50micron,w5c1-seg1
9,10,MAX_w5-c1-63xz-1.tif,1.148,67.048,6836.0,batch3008,d3,50micron,w5c1-seg1
10,11,MAX_w5-c1-63xz-1.tif,0.441,24.599,2508.0,batch3008,d3,50micron,w5c1-seg1
11,12,MAX_w5-c1-63xz-1.tif,0.235,12.78,1303.0,batch3008,d3,50micron,w5c1-seg1
12,13,MAX_w5-c1-63xz-1.tif,0.618,29.444000000000003,3002.0,batch3008,d3,50micron,w5c1-seg1
13,14,MAX_w5-c1-63xz-1.tif,0.48100000000000004,25.285,2578.0,batch3008,d3,50micron,w5c1-seg1
14,15,MAX_w5-c1-63xz-1.tif,0.785,38.968,3973.0,batch3008,d3,50micron,w5c1-seg1
15,16,MAX_w5-c1-63xz-1.tif,0.873,28.1,2865.0,batch3008,d3,50micron,w5c1-seg1
16,17,MAX_w5-c1-63xz-1.tif,0.11800000000000001,6.817,695.0,batch3008,d3,50micron,w5c1-seg1
17,18,MAX_w5-c1-63xz-1.tif,0.8340000000000001,35.123000000000005,3581.0,batch3008,d3,50micron,w5c1-seg1
18,19,MAX_w5-c1-63xz-1.tif,0.628,65.763,6705.0,batch3008,d3,50micron,w5c1-seg1
19,20,MAX_w5-c1-63xz-1.tif,0.677,43.95,4481.0,batch3008,d3,50micron,w5c1-seg1
20,21,MAX_w5-c1-63xz-1.tif,0.775,39.958,4074.0,batch3008,d3,50micron,w5c1-seg1
