, ,Label,Area,IntDen,RawIntDen,batch,stage,group,culture
0,1,MAX_w5-c1-63xz-1.tif,1.599,69.127,7048.0,batch3008,d3,50micron,w5c1-seg2
1,2,MAX_w5-c1-63xz-1.tif,1.099,52.081,5310.0,batch3008,d3,50micron,w5c1-seg2
2,3,MAX_w5-c1-63xz-1.tif,1.834,86.145,8783.0,batch3008,d3,50micron,w5c1-seg2
3,4,MAX_w5-c1-63xz-1.tif,1.069,54.306999999999995,5537.0,batch3008,d3,50micron,w5c1-seg2
4,5,MAX_w5-c1-63xz-1.tif,0.794,53.513000000000005,5456.0,batch3008,d3,50micron,w5c1-seg2
5,6,MAX_w5-c1-63xz-1.tif,0.843,56.24,5734.0,batch3008,d3,50micron,w5c1-seg2
6,7,MAX_w5-c1-63xz-1.tif,0.785,34.917,3560.0,batch3008,d3,50micron,w5c1-seg2
7,8,MAX_w5-c1-63xz-1.tif,0.363,11.966,1220.0,batch3008,d3,50micron,w5c1-seg2
8,9,MAX_w5-c1-63xz-1.tif,0.961,35.348,3604.0,batch3008,d3,50micron,w5c1-seg2
9,10,MAX_w5-c1-63xz-1.tif,0.794,32.798,3344.0,batch3008,d3,50micron,w5c1-seg2
10,11,MAX_w5-c1-63xz-1.tif,0.49,31.561999999999998,3218.0,batch3008,d3,50micron,w5c1-seg2
11,12,MAX_w5-c1-63xz-1.tif,0.883,43.50899999999999,4436.0,batch3008,d3,50micron,w5c1-seg2
12,13,MAX_w5-c1-63xz-1.tif,1.0,46.833999999999996,4775.0,batch3008,d3,50micron,w5c1-seg2
13,14,MAX_w5-c1-63xz-1.tif,0.51,22.343000000000004,2278.0,batch3008,d3,50micron,w5c1-seg2
14,15,MAX_w5-c1-63xz-1.tif,1.157,56.111999999999995,5721.0,batch3008,d3,50micron,w5c1-seg2
15,16,MAX_w5-c1-63xz-1.tif,0.696,39.458,4023.0,batch3008,d3,50micron,w5c1-seg2
16,17,MAX_w5-c1-63xz-1.tif,0.598,28.051,2860.0,batch3008,d3,50micron,w5c1-seg2
17,18,MAX_w5-c1-63xz-1.tif,0.588,37.163000000000004,3789.0,batch3008,d3,50micron,w5c1-seg2
18,19,MAX_w5-c1-63xz-1.tif,0.8340000000000001,26.884,2741.0,batch3008,d3,50micron,w5c1-seg2
19,20,MAX_w5-c1-63xz-1.tif,0.647,18.017,1837.0,batch3008,d3,50micron,w5c1-seg2
20,21,MAX_w5-c1-63xz-1.tif,0.539,11.279000000000002,1150.0,batch3008,d3,50micron,w5c1-seg2
21,22,MAX_w5-c1-63xz-1.tif,0.677,27.629,2817.0,batch3008,d3,50micron,w5c1-seg2
22,23,MAX_w5-c1-63xz-1.tif,0.785,28.355,2891.0,batch3008,d3,50micron,w5c1-seg2
23,24,MAX_w5-c1-63xz-1.tif,0.618,11.27,1149.0,batch3008,d3,50micron,w5c1-seg2
24,25,MAX_w5-c1-63xz-1.tif,0.883,38.242,3899.0,batch3008,d3,50micron,w5c1-seg2
0,1,MAX_w5-c2-63xz-1.tif,0.461,25.177,2567.0,batch3008,d3,50micron,w5c2-seg1
1,2,MAX_w5-c2-63xz-1.tif,0.893,46.265,4717.0,batch3008,d3,50micron,w5c2-seg1
2,3,MAX_w5-c2-63xz-1.tif,1.089,53.876000000000005,5493.0,batch3008,d3,50micron,w5c2-seg1
3,4,MAX_w5-c2-63xz-1.tif,1.403,150.27,15321.0,batch3008,d3,50micron,w5c2-seg1
4,5,MAX_w5-c2-63xz-1.tif,0.8140000000000001,71.472,7287.0,batch3008,d3,50micron,w5c2-seg1
5,6,MAX_w5-c2-63xz-1.tif,0.43200000000000005,22.784000000000002,2323.0,batch3008,d3,50micron,w5c2-seg1
6,7,MAX_w5-c2-63xz-1.tif,1.079,73.6,7504.0,batch3008,d3,50micron,w5c2-seg1
7,8,MAX_w5-c2-63xz-1.tif,1.216,62.791000000000004,6402.0,batch3008,d3,50micron,w5c2-seg1
8,9,MAX_w5-c2-63xz-1.tif,2.815,97.198,9910.0,batch3008,d3,50micron,w5c2-seg1
9,10,MAX_w5-c2-63xz-1.tif,1.314,43.283,4413.0,batch3008,d3,50micron,w5c2-seg1
10,11,MAX_w5-c2-63xz-1.tif,1.7069999999999999,106.428,10851.0,batch3008,d3,50micron,w5c2-seg1
11,12,MAX_w5-c2-63xz-1.tif,0.922,73.423,7486.0,batch3008,d3,50micron,w5c2-seg1
12,13,MAX_w5-c2-63xz-1.tif,1.432,65.812,6710.0,batch3008,d3,50micron,w5c2-seg1
13,14,MAX_w5-c2-63xz-1.tif,1.1179999999999999,129.849,13239.0,batch3008,d3,50micron,w5c2-seg1
14,15,MAX_w5-c2-63xz-1.tif,0.775,77.023,7853.0,batch3008,d3,50micron,w5c2-seg1
15,16,MAX_w5-c2-63xz-1.tif,1.3630000000000002,65.165,6644.0,batch3008,d3,50micron,w5c2-seg1
16,17,MAX_w5-c2-63xz-1.tif,1.785,146.886,14976.0,batch3008,d3,50micron,w5c2-seg1
17,18,MAX_w5-c2-63xz-1.tif,1.55,123.729,12615.0,batch3008,d3,50micron,w5c2-seg1
18,19,MAX_w5-c2-63xz-1.tif,0.794,59.643,6081.0,batch3008,d3,50micron,w5c2-seg1
19,20,MAX_w5-c2-63xz-1.tif,1.403,71.697,7310.0,batch3008,d3,50micron,w5c2-seg1
0,21,MAX_w5-c2-63xz-1.tif,1.501,101.87700000000001,10387.0,batch3008,d3,50micron,w5c2-seg2
1,22,MAX_w5-c2-63xz-1.tif,1.8730000000000002,125.544,12800.0,batch3008,d3,50micron,w5c2-seg2
2,23,MAX_w5-c2-63xz-1.tif,1.089,85.17399999999999,8684.0,batch3008,d3,50micron,w5c2-seg2
3,24,MAX_w5-c2-63xz-1.tif,1.167,105.34899999999999,10741.0,batch3008,d3,50micron,w5c2-seg2
4,25,MAX_w5-c2-63xz-1.tif,1.962,105.43700000000001,10750.0,batch3008,d3,50micron,w5c2-seg2
5,26,MAX_w5-c2-63xz-1.tif,1.599,90.75399999999999,9253.0,batch3008,d3,50micron,w5c2-seg2
6,27,MAX_w5-c2-63xz-1.tif,0.893,74.669,7613.0,batch3008,d3,50micron,w5c2-seg2
7,28,MAX_w5-c2-63xz-1.tif,1.03,78.082,7961.0,batch3008,d3,50micron,w5c2-seg2
8,29,MAX_w5-c2-63xz-1.tif,0.902,55.22,5630.0,batch3008,d3,50micron,w5c2-seg2
9,30,MAX_w5-c2-63xz-1.tif,1.069,75.532,7701.0,batch3008,d3,50micron,w5c2-seg2
10,31,MAX_w5-c2-63xz-1.tif,0.765,47.805,4874.0,batch3008,d3,50micron,w5c2-seg2
11,32,MAX_w5-c2-63xz-1.tif,1.246,113.068,11528.0,batch3008,d3,50micron,w5c2-seg2
12,33,MAX_w5-c2-63xz-1.tif,0.843,62.193000000000005,6341.0,batch3008,d3,50micron,w5c2-seg2
13,34,MAX_w5-c2-63xz-1.tif,1.785,123.56200000000001,12598.0,batch3008,d3,50micron,w5c2-seg2
14,35,MAX_w5-c2-63xz-1.tif,1.403,61.35,6255.0,batch3008,d3,50micron,w5c2-seg2
15,36,MAX_w5-c2-63xz-1.tif,1.4809999999999999,65.763,6705.0,batch3008,d3,50micron,w5c2-seg2
16,37,MAX_w5-c2-63xz-1.tif,0.53,44.617,4549.0,batch3008,d3,50micron,w5c2-seg2
17,38,MAX_w5-c2-63xz-1.tif,1.226,72.001,7341.0,batch3008,d3,50micron,w5c2-seg2
18,39,MAX_w5-c2-63xz-1.tif,1.52,136.136,13880.0,batch3008,d3,50micron,w5c2-seg2
19,40,MAX_w5-c2-63xz-1.tif,1.1179999999999999,62.115,6333.0,batch3008,d3,50micron,w5c2-seg2
0,1,MAX_w5-c3-63xz-1.tif:1,1.52,87.008,8871.0,batch3008,d3,50micron,w5c3-seg1
1,2,MAX_w5-c3-63xz-1.tif:2,1.805,119.845,12219.0,batch3008,d3,50micron,w5c3-seg1
2,3,MAX_w5-c3-63xz-1.tif:3,1.6869999999999998,153.683,15669.0,batch3008,d3,50micron,w5c3-seg1
3,4,MAX_w5-c3-63xz-1.tif:4,0.755,24.354,2483.0,batch3008,d3,50micron,w5c3-seg1
4,5,MAX_w5-c3-63xz-1.tif:5,2.364,129.957,13250.0,batch3008,d3,50micron,w5c3-seg1
5,6,MAX_w5-c3-63xz-1.tif:6,5.355,196.476,20032.0,batch3008,d3,50micron,w5c3-seg1
6,7,MAX_w5-c3-63xz-1.tif:7,1.6280000000000001,55.063,5614.0,batch3008,d3,50micron,w5c3-seg1
7,8,MAX_w5-c3-63xz-1.tif:8,1.893,73.865,7531.0,batch3008,d3,50micron,w5c3-seg1
8,9,MAX_w5-c3-63xz-1.tif:9,2.334,87.979,8970.0,batch3008,d3,50micron,w5c3-seg1
9,10,MAX_w5-c3-63xz-1.tif:10,2.089,47.118,4804.0,batch3008,d3,50micron,w5c3-seg1
10,11,MAX_w5-c3-63xz-1.tif,1.167,100.523,10249.0,batch3008,d3,50micron,w5c3-seg1
11,12,MAX_w5-c3-63xz-1.tif,1.6480000000000001,158.352,16145.0,batch3008,d3,50micron,w5c3-seg1
12,13,MAX_w5-c3-63xz-1.tif,0.863,89.322,9107.0,batch3008,d3,50micron,w5c3-seg1
13,14,MAX_w5-c3-63xz-1.tif,1.304,95.51100000000001,9738.0,batch3008,d3,50micron,w5c3-seg1
14,15,MAX_w5-c3-63xz-1.tif,1.52,112.803,11501.0,batch3008,d3,50micron,w5c3-seg1
15,16,MAX_w5-c3-63xz-1.tif,1.069,63.36,6460.0,batch3008,d3,50micron,w5c3-seg1
16,17,MAX_w5-c3-63xz-1.tif,0.5,17.655,1800.0,batch3008,d3,50micron,w5c3-seg1
17,18,MAX_w5-c3-63xz-1.tif,0.284,17.4,1774.0,batch3008,d3,50micron,w5c3-seg1
18,19,MAX_w5-c3-63xz-1.tif,1.442,38.448,3920.0,batch3008,d3,50micron,w5c3-seg1
19,20,MAX_w5-c3-63xz-1.tif,0.745,16.095,1641.0,batch3008,d3,50micron,w5c3-seg1
20,21,MAX_w5-c3-63xz-1.tif,0.843,18.194000000000003,1855.0,batch3008,d3,50micron,w5c3-seg1
21,22,MAX_w5-c3-63xz-1.tif,0.49,16.85,1718.0,batch3008,d3,50micron,w5c3-seg1
0,1,MAX_w5-c4-63xz-1.tif:1,2.423,106.094,10817.0,batch3008,d3,50micron,w5c4-seg1
1,2,MAX_w5-c4-63xz-1.tif:2,1.01,76.827,7833.0,batch3008,d3,50micron,w5c4-seg1
2,3,MAX_w5-c4-63xz-1.tif:3,1.442,81.751,8335.0,batch3008,d3,50micron,w5c4-seg1
3,4,MAX_w5-c4-63xz-1.tif:4,3.3539999999999996,461.755,47079.0,batch3008,d3,50micron,w5c4-seg1
4,5,MAX_w5-c4-63xz-1.tif:5,1.805,157.655,16074.0,batch3008,d3,50micron,w5c4-seg1
5,6,MAX_w5-c4-63xz-1.tif:6,1.285,86.851,8855.0,batch3008,d3,50micron,w5c4-seg1
6,7,MAX_w5-c4-63xz-1.tif:7,2.374,120.198,12255.0,batch3008,d3,50micron,w5c4-seg1
7,8,MAX_w5-c4-63xz-1.tif:8,1.9709999999999999,201.18400000000003,20512.0,batch3008,d3,50micron,w5c4-seg1
8,9,MAX_w5-c4-63xz-1.tif:9,4.1,265.594,27079.0,batch3008,d3,50micron,w5c4-seg1
9,10,MAX_w5-c4-63xz-1.tif:10,2.491,106.182,10826.0,batch3008,d3,50micron,w5c4-seg1
10,11,MAX_w5-c4-63xz-1.tif,0.726,49.903999999999996,5088.0,batch3008,d3,50micron,w5c4-seg1
11,12,MAX_w5-c4-63xz-1.tif,0.991,44.725,4560.0,batch3008,d3,50micron,w5c4-seg1
12,13,MAX_w5-c4-63xz-1.tif,1.03,80.691,8227.0,batch3008,d3,50micron,w5c4-seg1
13,14,MAX_w5-c4-63xz-1.tif,0.49,73.688,7513.0,batch3008,d3,50micron,w5c4-seg1
14,15,MAX_w5-c4-63xz-1.tif,0.677,45.647,4654.0,batch3008,d3,50micron,w5c4-seg1
15,16,MAX_w5-c4-63xz-1.tif,0.451,13.378,1364.0,batch3008,d3,50micron,w5c4-seg1
16,17,MAX_w5-c4-63xz-1.tif,0.539,19.008,1938.0,batch3008,d3,50micron,w5c4-seg1
17,18,MAX_w5-c4-63xz-1.tif,0.961,81.66199999999999,8326.0,batch3008,d3,50micron,w5c4-seg1
18,19,MAX_w5-c4-63xz-1.tif,0.284,10.622,1083.0,batch3008,d3,50micron,w5c4-seg1
19,20,MAX_w5-c4-63xz-1.tif,0.716,34.014,3468.0,batch3008,d3,50micron,w5c4-seg1
20,21,MAX_w5-c4-63xz-1.tif,0.8340000000000001,21.068,2148.0,batch3008,d3,50micron,w5c4-seg1
21,22,MAX_w5-c4-63xz-1.tif,1.1079999999999999,71.452,7285.0,batch3008,d3,50micron,w5c4-seg1
0,1,MAX_w1c1-63xz-1.tif,1.01,49.786,5076.0,batch3008,d3,sham,w1c1-seg1
1,2,MAX_w1c1-63xz-1.tif,1.0,77.317,7883.0,batch3008,d3,sham,w1c1-seg1
2,3,MAX_w1c1-63xz-1.tif,0.48100000000000004,11.819,1205.0,batch3008,d3,sham,w1c1-seg1
3,4,MAX_w1c1-63xz-1.tif,2.226,207.97099999999998,21204.0,batch3008,d3,sham,w1c1-seg1
4,5,MAX_w1c1-63xz-1.tif,0.971,93.04,9486.0,batch3008,d3,sham,w1c1-seg1
5,6,MAX_w1c1-63xz-1.tif,1.02,152.467,15545.0,batch3008,d3,sham,w1c1-seg1
6,7,MAX_w1c1-63xz-1.tif,0.353,47.354,4828.0,batch3008,d3,sham,w1c1-seg1
7,8,MAX_w1c1-63xz-1.tif,0.5,53.611000000000004,5466.0,batch3008,d3,sham,w1c1-seg1
8,9,MAX_w1c1-63xz-1.tif,1.805,232.766,23732.0,batch3008,d3,sham,w1c1-seg1
9,10,MAX_w1c1-63xz-1.tif,0.451,40.635,4143.0,batch3008,d3,sham,w1c1-seg1
10,11,MAX_w1c1-63xz-1.tif,1.099,128.869,13139.0,batch3008,d3,sham,w1c1-seg1
11,12,MAX_w1c1-63xz-1.tif,1.501,207.628,21169.0,batch3008,d3,sham,w1c1-seg1
12,13,MAX_w1c1-63xz-1.tif,0.638,89.411,9116.0,batch3008,d3,sham,w1c1-seg1
13,14,MAX_w1c1-63xz-1.tif,0.853,77.592,7911.0,batch3008,d3,sham,w1c1-seg1
14,15,MAX_w1c1-63xz-1.tif,0.745,75.895,7738.0,batch3008,d3,sham,w1c1-seg1
15,16,MAX_w1c1-63xz-1.tif,0.804,88.734,9047.0,batch3008,d3,sham,w1c1-seg1
16,17,MAX_w1c1-63xz-1.tif,1.442,79.76899999999999,8133.0,batch3008,d3,sham,w1c1-seg1
17,18,MAX_w1c1-63xz-1.tif,0.736,71.933,7334.0,batch3008,d3,sham,w1c1-seg1
18,19,MAX_w1c1-63xz-1.tif,1.089,75.777,7726.0,batch3008,d3,sham,w1c1-seg1
19,20,MAX_w1c1-63xz-1.tif,0.951,58.348,5949.0,batch3008,d3,sham,w1c1-seg1
0,1,MAX_w1c1-63xz-1.tif,1.1179999999999999,89.94,9170.0,batch3008,d3,sham,w1c1-seg2
1,2,MAX_w1c1-63xz-1.tif,0.863,86.115,8780.0,batch3008,d3,sham,w1c1-seg2
2,3,MAX_w1c1-63xz-1.tif,0.628,88.204,8993.0,batch3008,d3,sham,w1c1-seg2
3,4,MAX_w1c1-63xz-1.tif,0.588,79.926,8149.0,batch3008,d3,sham,w1c1-seg2
4,5,MAX_w1c1-63xz-1.tif,1.55,92.579,9439.0,batch3008,d3,sham,w1c1-seg2
5,6,MAX_w1c1-63xz-1.tif,1.304,92.51,9432.0,batch3008,d3,sham,w1c1-seg2
6,7,MAX_w1c1-63xz-1.tif,1.246,206.215,21025.0,batch3008,d3,sham,w1c1-seg2
7,8,MAX_w1c1-63xz-1.tif,0.598,73.374,7481.0,batch3008,d3,sham,w1c1-seg2
8,9,MAX_w1c1-63xz-1.tif,0.539,79.916,8148.0,batch3008,d3,sham,w1c1-seg2
9,10,MAX_w1c1-63xz-1.tif,0.902,128.408,13092.0,batch3008,d3,sham,w1c1-seg2
10,11,MAX_w1c1-63xz-1.tif,0.922,119.43299999999999,12177.0,batch3008,d3,sham,w1c1-seg2
11,12,MAX_w1c1-63xz-1.tif,1.236,188.168,19185.0,batch3008,d3,sham,w1c1-seg2
12,13,MAX_w1c1-63xz-1.tif,0.461,63.498000000000005,6474.0,batch3008,d3,sham,w1c1-seg2
13,14,MAX_w1c1-63xz-1.tif,1.177,154.497,15752.0,batch3008,d3,sham,w1c1-seg2
14,15,MAX_w1c1-63xz-1.tif,0.608,64.684,6595.0,batch3008,d3,sham,w1c1-seg2
15,16,MAX_w1c1-63xz-1.tif,1.148,96.59,9848.0,batch3008,d3,sham,w1c1-seg2
16,17,MAX_w1c1-63xz-1.tif,0.736,135.64600000000002,13830.0,batch3008,d3,sham,w1c1-seg2
17,18,MAX_w1c1-63xz-1.tif,0.5,28.256999999999998,2881.0,batch3008,d3,sham,w1c1-seg2
18,19,MAX_w1c1-63xz-1.tif,0.981,63.928999999999995,6518.0,batch3008,d3,sham,w1c1-seg2
19,20,MAX_w1c1-63xz-1.tif,0.638,63.968,6522.0,batch3008,d3,sham,w1c1-seg2
20,21,MAX_w1c1-63xz-1.tif,0.539,46.137,4704.0,batch3008,d3,sham,w1c1-seg2
21,22,MAX_w1c1-63xz-1.tif,1.089,80.691,8227.0,batch3008,d3,sham,w1c1-seg2
22,23,MAX_w1c1-63xz-1.tif,2.119,166.06099999999998,16931.0,batch3008,d3,sham,w1c1-seg2
23,24,MAX_w1c1-63xz-1.tif,0.794,76.807,7831.0,batch3008,d3,sham,w1c1-seg2
24,25,MAX_w1c1-63xz-1.tif,0.893,96.62899999999999,9852.0,batch3008,d3,sham,w1c1-seg2
25,26,MAX_w1c1-63xz-1.tif,0.5589999999999999,28.669,2923.0,batch3008,d3,sham,w1c1-seg2
26,27,MAX_w1c1-63xz-1.tif,0.47100000000000003,48.413000000000004,4936.0,batch3008,d3,sham,w1c1-seg2
27,28,MAX_w1c1-63xz-1.tif,1.393,190.581,19431.0,batch3008,d3,sham,w1c1-seg2
28,29,MAX_w1c1-63xz-1.tif,0.677,79.877,8144.0,batch3008,d3,sham,w1c1-seg2
29,30,MAX_w1c1-63xz-1.tif,0.9420000000000001,94.854,9671.0,batch3008,d3,sham,w1c1-seg2
0,1,MAX_w1c1-63xz-1.tif,0.451,43.577,4443.0,batch3008,d3,sham,w1c1-seg3
1,2,MAX_w1c1-63xz-1.tif,0.392,31.553,3217.0,batch3008,d3,sham,w1c1-seg3
2,3,MAX_w1c1-63xz-1.tif,0.52,63.733000000000004,6498.0,batch3008,d3,sham,w1c1-seg3
3,4,MAX_w1c1-63xz-1.tif,0.461,64.30199999999999,6556.0,batch3008,d3,sham,w1c1-seg3
4,5,MAX_w1c1-63xz-1.tif,0.48100000000000004,44.361999999999995,4523.0,batch3008,d3,sham,w1c1-seg3
5,6,MAX_w1c1-63xz-1.tif,0.363,57.407,5853.0,batch3008,d3,sham,w1c1-seg3
6,7,MAX_w1c1-63xz-1.tif,0.579,87.87100000000001,8959.0,batch3008,d3,sham,w1c1-seg3
7,8,MAX_w1c1-63xz-1.tif,0.21600000000000003,23.834,2430.0,batch3008,d3,sham,w1c1-seg3
8,9,MAX_w1c1-63xz-1.tif,0.755,112.43,11463.0,batch3008,d3,sham,w1c1-seg3
9,10,MAX_w1c1-63xz-1.tif,0.451,13.251,1351.0,batch3008,d3,sham,w1c1-seg3
10,11,MAX_w1c1-63xz-1.tif,0.608,68.32300000000001,6966.0,batch3008,d3,sham,w1c1-seg3
11,12,MAX_w1c1-63xz-1.tif,0.775,118.384,12070.0,batch3008,d3,sham,w1c1-seg3
12,13,MAX_w1c1-63xz-1.tif,0.539,58.946999999999996,6010.0,batch3008,d3,sham,w1c1-seg3
13,14,MAX_w1c1-63xz-1.tif,0.981,76.062,7755.0,batch3008,d3,sham,w1c1-seg3
14,15,MAX_w1c1-63xz-1.tif,0.255,44.882,4576.0,batch3008,d3,sham,w1c1-seg3
15,16,MAX_w1c1-63xz-1.tif,0.33299999999999996,51.247,5225.0,batch3008,d3,sham,w1c1-seg3
16,17,MAX_w1c1-63xz-1.tif,0.647,49.913000000000004,5089.0,batch3008,d3,sham,w1c1-seg3
17,18,MAX_w1c1-63xz-1.tif,0.294,40.262,4105.0,batch3008,d3,sham,w1c1-seg3
18,19,MAX_w1c1-63xz-1.tif,0.794,77.415,7893.0,batch3008,d3,sham,w1c1-seg3
19,20,MAX_w1c1-63xz-1.tif,0.696,50.766999999999996,5176.0,batch3008,d3,sham,w1c1-seg3
20,21,MAX_w1c1-63xz-1.tif,1.04,68.441,6978.0,batch3008,d3,sham,w1c1-seg3
21,22,MAX_w1c1-63xz-1.tif,2.354,227.528,23198.0,batch3008,d3,sham,w1c1-seg3
22,23,MAX_w1c1-63xz-1.tif,0.579,31.111,3172.0,batch3008,d3,sham,w1c1-seg3
0,1,MAX_w1c3-63xz-1.tif,1.3630000000000002,55.857,5695.0,batch3008,d3,sham,w1c3-seg1
1,2,MAX_w1c3-63xz-1.tif,1.334,129.81,13235.0,batch3008,d3,sham,w1c3-seg1
2,3,MAX_w1c3-63xz-1.tif,0.451,56.887,5800.0,batch3008,d3,sham,w1c3-seg1
3,4,MAX_w1c3-63xz-1.tif,1.285,202.165,20612.0,batch3008,d3,sham,w1c3-seg1
4,5,MAX_w1c3-63xz-1.tif,1.6969999999999998,131.811,13439.0,batch3008,d3,sham,w1c3-seg1
5,6,MAX_w1c3-63xz-1.tif,0.863,76.582,7808.0,batch3008,d3,sham,w1c3-seg1
6,7,MAX_w1c3-63xz-1.tif,1.314,88.459,9019.0,batch3008,d3,sham,w1c3-seg1
7,8,MAX_w1c3-63xz-1.tif,0.579,32.357,3299.0,batch3008,d3,sham,w1c3-seg1
8,9,MAX_w1c3-63xz-1.tif,1.579,87.56700000000001,8928.0,batch3008,d3,sham,w1c3-seg1
9,10,MAX_w1c3-63xz-1.tif,1.383,165.168,16840.0,batch3008,d3,sham,w1c3-seg1
10,11,MAX_w1c3-63xz-1.tif,0.706,67.49,6881.0,batch3008,d3,sham,w1c3-seg1
11,12,MAX_w1c3-63xz-1.tif,1.422,106.65299999999999,10874.0,batch3008,d3,sham,w1c3-seg1
12,13,MAX_w1c3-63xz-1.tif,0.441,16.566,1689.0,batch3008,d3,sham,w1c3-seg1
13,14,MAX_w1c3-63xz-1.tif,2.8930000000000002,210.658,21478.0,batch3008,d3,sham,w1c3-seg1
14,15,MAX_w1c3-63xz-1.tif,0.8240000000000001,79.60300000000001,8116.0,batch3008,d3,sham,w1c3-seg1
15,16,MAX_w1c3-63xz-1.tif,2.001,141.707,14448.0,batch3008,d3,sham,w1c3-seg1
16,17,MAX_w1c3-63xz-1.tif,1.4809999999999999,91.029,9281.0,batch3008,d3,sham,w1c3-seg1
17,18,MAX_w1c3-63xz-1.tif,1.04,37.938,3868.0,batch3008,d3,sham,w1c3-seg1
18,19,MAX_w1c3-63xz-1.tif,1.265,36.476,3719.0,batch3008,d3,sham,w1c3-seg1
19,20,MAX_w1c3-63xz-1.tif,1.6480000000000001,128.71200000000002,13123.0,batch3008,d3,sham,w1c3-seg1
20,21,MAX_w1c3-63xz-1.tif,1.795,119.041,12137.0,batch3008,d3,sham,w1c3-seg1
21,22,MAX_w1c3-63xz-1.tif,1.383,79.22,8077.0,batch3008,d3,sham,w1c3-seg1
0,1,MAX_w1c4-63xz-1.tif,2.511,160.765,16391.0,batch3008,d3,sham,w1c4-seg1
1,2,MAX_w1c4-63xz-1.tif,0.48100000000000004,30.375999999999998,3097.0,batch3008,d3,sham,w1c4-seg1
2,3,MAX_w1c4-63xz-1.tif,0.785,35.809,3651.0,batch3008,d3,sham,w1c4-seg1
3,4,MAX_w1c4-63xz-1.tif,1.206,44.558,4543.0,batch3008,d3,sham,w1c4-seg1
4,5,MAX_w1c4-63xz-1.tif,0.706,25.56,2606.0,batch3008,d3,sham,w1c4-seg1
5,6,MAX_w1c4-63xz-1.tif,0.794,62.988,6422.0,batch3008,d3,sham,w1c4-seg1
6,7,MAX_w1c4-63xz-1.tif,1.854,190.18900000000002,19391.0,batch3008,d3,sham,w1c4-seg1
7,8,MAX_w1c4-63xz-1.tif,1.089,123.47399999999999,12589.0,batch3008,d3,sham,w1c4-seg1
8,9,MAX_w1c4-63xz-1.tif,0.657,35.8,3650.0,batch3008,d3,sham,w1c4-seg1
9,10,MAX_w1c4-63xz-1.tif,2.119,126.22,12869.0,batch3008,d3,sham,w1c4-seg1
10,11,MAX_w1c4-63xz-1.tif,1.01,93.844,9568.0,batch3008,d3,sham,w1c4-seg1
11,12,MAX_w1c4-63xz-1.tif,0.677,28.267,2882.0,batch3008,d3,sham,w1c4-seg1
12,13,MAX_w1c4-63xz-1.tif,2.03,105.221,10728.0,batch3008,d3,sham,w1c4-seg1
13,14,MAX_w1c4-63xz-1.tif,1.746,151.466,15443.0,batch3008,d3,sham,w1c4-seg1
14,15,MAX_w1c4-63xz-1.tif,1.255,97.32600000000001,9923.0,batch3008,d3,sham,w1c4-seg1
15,16,MAX_w1c4-63xz-1.tif,1.913,215.945,22017.0,batch3008,d3,sham,w1c4-seg1
16,17,MAX_w1c4-63xz-1.tif,2.678,361.68300000000005,36876.0,batch3008,d3,sham,w1c4-seg1
17,18,MAX_w1c4-63xz-1.tif,0.598,31.955,3258.0,batch3008,d3,sham,w1c4-seg1
18,19,MAX_w1c4-63xz-1.tif,0.755,51.365,5237.0,batch3008,d3,sham,w1c4-seg1
19,20,MAX_w1c4-63xz-1.tif,1.324,148.446,15135.0,batch3008,d3,sham,w1c4-seg1
20,21,MAX_w1c4-63xz-1.tif,0.5489999999999999,28.669,2923.0,batch3008,d3,sham,w1c4-seg1
0,1,MAX_w1c4-63xz-1.tif,0.598,28.149,2870.0,batch3008,d3,sham,w1c4-seg2
1,2,MAX_w1c4-63xz-1.tif,1.236,55.573,5666.0,batch3008,d3,sham,w1c4-seg2
2,3,MAX_w1c4-63xz-1.tif,0.775,27.482,2802.0,batch3008,d3,sham,w1c4-seg2
3,4,MAX_w1c4-63xz-1.tif,0.363,15.634,1594.0,batch3008,d3,sham,w1c4-seg2
4,5,MAX_w1c4-63xz-1.tif,0.765,29.531999999999996,3011.0,batch3008,d3,sham,w1c4-seg2
5,6,MAX_w1c4-63xz-1.tif,0.647,29.218000000000004,2979.0,batch3008,d3,sham,w1c4-seg2
6,7,MAX_w1c4-63xz-1.tif,1.03,38.84,3960.0,batch3008,d3,sham,w1c4-seg2
7,8,MAX_w1c4-63xz-1.tif,0.726,33.043,3369.0,batch3008,d3,sham,w1c4-seg2
8,9,MAX_w1c4-63xz-1.tif,0.647,12.623,1287.0,batch3008,d3,sham,w1c4-seg2
9,10,MAX_w1c4-63xz-1.tif,0.52,14.280999999999999,1456.0,batch3008,d3,sham,w1c4-seg2
10,11,MAX_w1c4-63xz-1.tif,0.716,10.838,1105.0,batch3008,d3,sham,w1c4-seg2
11,12,MAX_w1c4-63xz-1.tif,0.618,14.349,1463.0,batch3008,d3,sham,w1c4-seg2
12,13,MAX_w1c4-63xz-1.tif,0.863,15.84,1615.0,batch3008,d3,sham,w1c4-seg2
13,14,MAX_w1c4-63xz-1.tif,0.893,88.59700000000001,9033.0,batch3008,d3,sham,w1c4-seg2
14,15,MAX_w1c4-63xz-1.tif,0.569,39.164,3993.0,batch3008,d3,sham,w1c4-seg2
15,16,MAX_w1c4-63xz-1.tif,1.344,66.381,6768.0,batch3008,d3,sham,w1c4-seg2
16,17,MAX_w1c4-63xz-1.tif,0.52,19.204,1958.0,batch3008,d3,sham,w1c4-seg2
